EmployeeID,FullName,Gender,Age,MaritalStatus,Education,Department,JobRole,HireDate,TerminationDate,EmploymentStatus,TerminationReason,YearsAtCompany,AnnualSalary,OverTime,DistanceFromHome_km,PerformanceRating,JobSatisfaction,WorkLifeBalance,RecruitmentSource,AbsentDays_LastYear,HireYear,HireMonth
331,Thomas Martin,Male,36,Married,Master's,Sales,Account Manager,2019-09-22,,Active,,6.8,37551,No,14,2,4,4,Job Portal,12,2019,9
332,Laura Perez,Female,27,Divorced,Bachelor's,Research & Development,Laboratory Technician,2019-05-15,,Active,,7.1,34339,No,10,4,3,4,Employee Referral,11,2019,5
333,Thandiwe Lee,Female,33,Married,Bachelor's,Sales,Account Manager,2019-07-31,2023-01-04,Terminated,Restructuring/Layoff,3.4,19369,No,4,2,3,4,University Fair,7,2019,7
334,Steven Lee,Male,33,Divorced,Diploma,Research & Development,Manufacturing Director,2020-02-04,,Active,,6.4,51597,No,4,3,4,3,Employee Referral,10,2020,2
335,Boitumelo Zulu,Female,20,Divorced,Bachelor's,Sales,Sales Executive,2024-02-26,,Active,,2.3,66634,Yes,14,3,1,4,Employee Referral,14,2024,2
336,Jacob Jackson,Male,32,Married,Master's,Marketing,Marketing Specialist,2025-03-08,,Active,,1.3,57947,Yes,2,3,3,2,Company Website,7,2025,3
337,Thabo Rodriguez,Male,24,Divorced,Bachelor's,Finance,Accountant,2018-10-31,,Active,,7.7,50242,No,9,4,1,2,Recruitment Agency,15,2018,10
338,Deborah Jones,Female,31,Divorced,Bachelor's,Research & Development,Manufacturing Director,2022-07-12,,Active,,4.0,53592,No,4,1,4,1,Company Website,13,2022,7
339,Rebecca Zulu,Female,21,Divorced,Master's,Sales,Sales Manager,2023-11-13,,Active,,2.6,56148,No,53,2,3,2,University Fair,6,2023,11
340,David Miller,Male,34,Single,Bachelor's,IT,IT Support Specialist,2017-11-12,,Active,,8.6,58330,No,1,4,4,2,University Fair,4,2017,11
341,Stephanie Perez,Female,45,Married,High School,Operations,Supply Chain Analyst,2017-03-09,,Active,,9.3,65991,Yes,6,3,3,2,Employee Referral,11,2017,3
342,Lerato Mokoena,Female,52,Married,Bachelor's,Human Resources,HR Manager,2020-12-30,,Active,,5.5,55695,No,7,3,4,2,Company Website,9,2020,12
343,Boitumelo Khumalo,Female,20,Single,Bachelor's,Sales,Sales Executive,2021-05-31,2022-03-01,Terminated,Retirement,0.8,46124,No,5,3,4,3,LinkedIn,7,2021,5
344,Karen Thompson,Female,44,Married,Diploma,Research & Development,Manufacturing Director,2024-10-17,,Active,,1.7,42058,No,25,2,3,4,Job Portal,8,2024,10
345,Thandiwe Miller,Female,23,Single,High School,Research & Development,Manufacturing Director,2019-07-30,,Active,,6.9,34323,No,1,3,4,3,Company Website,8,2019,7
346,Jessica Johnson,Female,49,Divorced,Master's,Marketing,Marketing Specialist,2023-08-05,,Active,,2.9,56404,No,1,4,3,2,Employee Referral,7,2023,8
347,Palesa Lopez,Female,29,Married,Bachelor's,Human Resources,Recruiter,2022-04-12,,Active,,4.2,38164,No,1,3,3,4,Employee Referral,10,2022,4
348,Edward Lopez,Male,32,Divorced,High School,Sales,Account Manager,2020-06-08,,Active,,6.1,47345,Yes,4,3,4,4,Employee Referral,13,2020,6
349,Laura Mahlangu,Female,20,Married,Diploma,Research & Development,Research Scientist,2023-11-26,,Active,,2.6,42319,No,6,3,3,1,Company Website,7,2023,11
350,Elizabeth Molefe,Female,30,Married,Bachelor's,Sales,Sales Representative,2020-02-07,,Active,,6.4,54888,No,11,2,3,4,LinkedIn,6,2020,2
351,Dorothy Dlamini,Female,39,Single,Bachelor's,Human Resources,Recruiter,2022-09-11,2025-01-13,Terminated,Dismissal - Misconduct,2.3,19714,No,12,2,2,2,Job Portal,15,2022,9
352,Timothy Robinson,Male,38,Single,Bachelor's,Finance,Finance Manager,2026-04-20,,Active,,0.2,33512,No,7,2,2,1,Company Website,8,2026,4
353,Sarah Lee,Female,41,Divorced,Diploma,Sales,Sales Manager,2017-04-24,,Active,,9.2,50118,No,9,2,4,2,Employee Referral,6,2017,4
354,Lwazi Harris,Male,42,Single,Bachelor's,Research & Development,Laboratory Technician,2022-06-12,,Active,,4.1,55949,No,1,4,3,3,Recruitment Agency,9,2022,6
355,Zanele Lopez,Female,26,Married,Diploma,Human Resources,HR Analyst,2019-03-29,,Active,,7.3,18000,No,2,3,1,4,Recruitment Agency,11,2019,3
356,Linda Thompson,Female,46,Married,Diploma,Operations,Supply Chain Analyst,2017-07-13,,Active,,9.0,71181,Yes,3,2,4,1,University Fair,12,2017,7
357,Lwazi Dlamini,Male,34,Married,Bachelor's,Research & Development,Manufacturing Director,2020-08-29,,Active,,5.8,67324,No,1,3,3,2,Recruitment Agency,5,2020,8
358,Nancy Garcia,Female,47,Single,High School,Finance,Accountant,2019-04-11,,Active,,7.2,55090,No,7,3,1,3,University Fair,13,2019,4
359,Joshua Hernandez,Male,26,Divorced,Bachelor's,IT,Systems Administrator,2022-03-01,,Active,,4.3,57889,Yes,1,3,4,4,LinkedIn,9,2022,3
360,Kenneth Zulu,Male,31,Single,Master's,Marketing,Content Strategist,2022-01-29,,Active,,4.4,59868,No,25,1,3,2,Company Website,8,2022,1
361,Jacob Zulu,Male,39,Divorced,Bachelor's,Sales,Account Manager,2017-02-23,,Active,,9.4,38156,Yes,9,3,4,3,Employee Referral,11,2017,2
362,Kevin Williams,Male,35,Married,Master's,Research & Development,Research Director,2025-09-01,,Active,,0.8,52976,No,2,2,3,2,LinkedIn,5,2025,9
363,Steven Wilson,Male,31,Divorced,Bachelor's,IT,IT Support Specialist,2025-08-27,,Active,,0.8,61754,No,9,3,3,2,Recruitment Agency,12,2025,8
364,Daniel van der Merwe,Male,37,Single,Diploma,Sales,Sales Representative,2025-02-14,,Active,,1.4,41569,No,7,3,3,3,University Fair,11,2025,2
365,Amanda Zulu,Female,49,Divorced,Bachelor's,Research & Development,Laboratory Technician,2019-08-18,2023-01-27,Terminated,Retirement,3.4,26328,No,2,3,3,3,Company Website,6,2019,8
366,Susan Rodriguez,Female,38,Married,High School,Operations,Supply Chain Analyst,2026-04-21,,Active,,0.2,46326,No,12,2,4,4,Company Website,4,2026,4
367,Sarah Rodriguez,Female,33,Divorced,Diploma,Sales,Sales Manager,2025-04-16,,Active,,1.2,36016,No,4,2,4,4,Recruitment Agency,3,2025,4
368,Thabo Martinez,Male,35,Married,Bachelor's,Finance,Finance Manager,2023-01-15,,Active,,3.5,59560,No,9,3,2,3,LinkedIn,12,2023,1
369,Barbara Sanchez,Female,37,Married,Master's,Human Resources,Recruiter,2023-10-16,,Active,,2.7,47310,No,4,3,3,4,Recruitment Agency,6,2023,10
370,Thabo Lee,Male,29,Divorced,PhD,Finance,Financial Analyst,2024-03-12,,Active,,2.3,36792,No,5,2,4,4,Company Website,4,2024,3
371,Amanda Jones,Female,25,Single,PhD,IT,Systems Administrator,2018-06-11,,Active,,8.1,85589,Yes,4,3,3,3,Recruitment Agency,8,2018,6
372,Kenneth Lee,Male,29,Divorced,Bachelor's,Marketing,Content Strategist,2022-02-19,,Active,,4.4,37525,No,4,3,4,3,Recruitment Agency,10,2022,2
373,Carol Brown,Female,41,Single,Diploma,Sales,Account Manager,2016-03-07,,Active,,10.3,77484,Yes,4,2,4,3,Recruitment Agency,10,2016,3
374,Cynthia Smith,Female,42,Single,PhD,Operations,Supply Chain Analyst,2018-04-08,,Active,,8.2,49193,No,5,2,4,3,Company Website,6,2018,4
375,Kevin Hernandez,Male,42,Married,Bachelor's,Marketing,Content Strategist,2017-01-17,,Active,,9.5,69187,No,1,3,2,4,LinkedIn,9,2017,1
376,Ronald Hernandez,Male,29,Single,Bachelor's,Sales,Sales Manager,2024-02-21,,Active,,2.4,35761,No,2,1,4,4,Recruitment Agency,2,2024,2
377,David Miller,Male,33,Divorced,Diploma,Sales,Account Manager,2016-11-15,2018-07-11,Terminated,Dismissal - Misconduct,1.7,50422,No,7,1,3,3,Recruitment Agency,14,2016,11
378,James Smith,Male,31,Single,Bachelor's,IT,Software Engineer,2025-08-24,,Active,,0.8,57178,Yes,1,3,3,3,Recruitment Agency,3,2025,8
379,Elizabeth Anderson,Female,42,Married,Bachelor's,Research & Development,Research Scientist,2017-02-26,,Active,,9.3,54116,No,1,3,3,3,Employee Referral,7,2017,2
380,Jason Rodriguez,Male,26,Single,Bachelor's,Finance,Accountant,2016-10-07,,Active,,9.7,58125,No,1,3,2,4,University Fair,10,2016,10
381,Daniel Lewis,Male,37,Married,Bachelor's,Research & Development,Laboratory Technician,2023-01-16,,Active,,3.5,31508,Yes,4,4,4,2,University Fair,6,2023,1
382,Laura Wilson,Female,30,Divorced,Master's,Sales,Sales Executive,2017-07-27,,Active,,8.9,62948,Yes,10,4,2,4,Company Website,13,2017,7
383,Deborah Thompson,Female,40,Married,Diploma,Operations,Logistics Coordinator,2024-11-14,,Active,,1.6,33665,Yes,5,4,4,3,Company Website,13,2024,11
384,David Thomas,Male,20,Single,Master's,Human Resources,Recruiter,2024-09-25,2024-12-21,Terminated,Restructuring/Layoff,0.2,42606,Yes,23,3,2,3,University Fair,10,2024,9
385,Lerato Gonzalez,Female,55,Single,High School,IT,IT Support Specialist,2023-03-31,,Active,,3.3,75142,No,26,3,2,2,Recruitment Agency,10,2023,3
386,Deborah Davis,Female,48,Single,Master's,Sales,Sales Executive,2021-12-03,,Active,,4.6,42388,No,1,3,1,4,Job Portal,9,2021,12
387,Michelle Rodriguez,Female,27,Single,Bachelor's,Research & Development,Manufacturing Director,2020-02-05,,Active,,6.4,67483,Yes,1,3,1,2,Recruitment Agency,13,2020,2
388,William Johnson,Male,44,Single,Diploma,Finance,Financial Analyst,2018-12-09,,Active,,7.6,35320,No,2,3,1,2,Recruitment Agency,12,2018,12
389,Lerato Jackson,Female,28,Single,Bachelor's,Finance,Payroll Specialist,2020-09-30,,Active,,5.8,27902,No,1,1,2,3,Company Website,16,2020,9
390,Tumelo Zulu,Male,20,Single,Bachelor's,Finance,Finance Manager,2016-12-08,2020-07-29,Terminated,Resignation - Better Opportunity,3.6,39937,No,12,2,3,3,Employee Referral,6,2016,12
391,Zanele Lee,Female,43,Single,PhD,Research & Development,Research Scientist,2019-06-24,2024-07-18,Terminated,Restructuring/Layoff,5.1,63312,No,1,3,2,3,LinkedIn,8,2019,6
392,Ashley Garcia,Female,31,Single,Bachelor's,Operations,Operations Analyst,2021-01-31,,Active,,5.4,51583,No,5,3,2,2,Job Portal,8,2021,1
393,Lisa Davis,Female,29,Married,Bachelor's,Sales,Sales Representative,2023-11-13,2024-01-23,Terminated,Resignation - Personal Reasons,0.2,59677,Yes,9,3,4,4,University Fair,7,2023,11
394,Kagiso Taylor,Male,29,Married,Master's,Sales,Sales Representative,2024-05-29,,Active,,2.1,50495,Yes,3,3,1,3,Company Website,9,2024,5
395,Jessica Johnson,Female,42,Divorced,Diploma,Research & Development,Manufacturing Director,2019-01-19,2025-02-01,Terminated,Resignation - Better Opportunity,6.0,58856,No,3,2,4,3,Company Website,4,2019,1
396,Jordan Dlamini,Non-Binary,31,Divorced,Bachelor's,Research & Development,Research Director,2016-08-15,,Active,,9.9,72799,No,6,2,3,4,Employee Referral,13,2016,8
397,Ronald Hernandez,Male,31,Single,Bachelor's,Sales,Sales Executive,2026-01-10,2026-05-23,Terminated,Restructuring/Layoff,0.4,30211,No,6,3,4,4,Company Website,8,2026,1
398,Lerato Smith,Female,23,Married,High School,Sales,Sales Executive,2018-09-28,,Active,,7.8,70490,Yes,6,3,4,2,Recruitment Agency,13,2018,9
399,Karen Lopez,Female,34,Divorced,Master's,Operations,Operations Analyst,2022-03-14,,Active,,4.3,53075,No,3,2,4,3,Company Website,10,2022,3
400,Jeffrey Anderson,Male,25,Married,Bachelor's,Research & Development,Manufacturing Director,2026-04-09,,Active,,0.2,58466,No,10,3,3,1,LinkedIn,8,2026,4
401,Naledi White,Female,42,Divorced,Diploma,Sales,Sales Executive,2018-01-04,,Active,,8.5,98493,No,1,2,3,2,LinkedIn,10,2018,1
402,Edward Jones,Male,36,Married,Master's,Marketing,Content Strategist,2024-09-03,,Active,,1.8,38763,No,6,3,4,3,LinkedIn,5,2024,9
403,Amahle Robinson,Female,36,Married,Bachelor's,Sales,Sales Representative,2019-04-09,,Active,,7.2,31829,No,3,4,4,2,Company Website,7,2019,4
404,Ashley Robinson,Female,55,Divorced,Master's,Research & Development,Manufacturing Director,2024-08-30,,Active,,1.8,36139,No,2,3,1,3,University Fair,15,2024,8
405,Morgan Martinez,Non-Binary,35,Married,Diploma,Sales,Account Manager,2016-04-07,,Active,,10.2,26137,No,15,3,4,2,Company Website,7,2016,4
406,Mary Perez,Female,33,Single,Diploma,Sales,Account Manager,2025-07-09,2026-02-11,Terminated,Resignation - Better Opportunity,0.6,61183,No,3,4,4,3,Recruitment Agency,5,2025,7
407,Thabo Brown,Male,29,Single,Diploma,Operations,Operations Manager,2023-12-24,,Active,,2.5,60343,No,22,4,3,4,Employee Referral,6,2023,12
408,Kagiso Clark,Male,36,Single,PhD,IT,IT Support Specialist,2021-02-20,,Active,,5.4,42958,No,5,2,3,4,University Fair,8,2021,2
409,Susan Khumalo,Female,38,Single,Bachelor's,Sales,Account Manager,2016-11-02,,Active,,9.7,54707,No,1,3,1,4,Recruitment Agency,15,2016,11
410,Thomas Thomas,Male,38,Divorced,Master's,Research & Development,Research Director,2026-05-21,,Active,,0.1,46251,No,5,2,3,2,Company Website,5,2026,5
411,Brian Lee,Male,24,Single,Master's,Research & Development,Laboratory Technician,2016-11-01,,Active,,9.7,24282,No,2,3,2,4,University Fair,6,2016,11
412,Susan Martinez,Female,42,Married,Diploma,Sales,Account Manager,2021-03-23,2023-02-24,Terminated,Dismissal - Performance,1.9,36265,Yes,5,1,1,4,Employee Referral,14,2021,3
413,Jacob Martin,Male,31,Divorced,Diploma,Human Resources,HR Business Partner,2017-01-05,,Active,,9.5,44228,No,1,2,4,1,Job Portal,6,2017,1
414,Jennifer Wilson,Female,43,Single,High School,Marketing,Content Strategist,2017-08-30,,Active,,8.8,34389,No,7,2,4,4,Job Portal,5,2017,8
415,Stephanie Khumalo,Female,38,Single,Master's,Sales,Sales Manager,2018-12-01,,Active,,7.6,19960,Yes,11,3,3,1,LinkedIn,8,2018,12
416,Stephanie Lewis,Female,25,Single,Bachelor's,Human Resources,HR Manager,2017-01-22,,Active,,9.4,56361,No,6,3,3,3,LinkedIn,3,2017,1
417,James Brown,Male,34,Married,Diploma,Marketing,Marketing Manager,2017-06-19,,Active,,9.0,57712,No,17,4,4,2,Job Portal,5,2017,6
418,Barbara Mahlangu,Female,27,Single,PhD,Finance,Financial Analyst,2016-03-30,,Active,,10.3,30403,No,2,2,2,4,Company Website,11,2016,3
419,Jacob Rodriguez,Male,46,Married,High School,Sales,Sales Manager,2017-05-16,,Active,,9.1,44690,Yes,1,3,4,3,LinkedIn,6,2017,5
420,Nancy Molefe,Female,52,Single,Bachelor's,Research & Development,Manufacturing Director,2021-07-25,2021-11-22,Terminated,Dismissal - Performance,0.3,45441,No,5,3,4,2,Job Portal,9,2021,7
421,Mark Lopez,Male,28,Divorced,Diploma,Sales,Account Manager,2025-11-27,,Active,,0.6,47997,No,12,3,4,2,University Fair,8,2025,11
422,Ashley Jackson,Female,22,Married,High School,Human Resources,HR Analyst,2016-09-06,,Active,,9.8,45288,Yes,2,3,3,3,Employee Referral,13,2016,9
423,Jeffrey Gonzalez,Male,45,Divorced,PhD,Finance,Accountant,2023-01-27,,Active,,3.4,39501,Yes,1,4,3,2,LinkedIn,11,2023,1
424,Jason Thompson,Male,40,Divorced,Master's,Human Resources,HR Analyst,2019-11-10,,Active,,6.6,44627,No,1,3,3,3,Job Portal,10,2019,11
425,Jason Moore,Male,29,Married,Diploma,Sales,Sales Manager,2022-09-11,,Active,,3.8,68929,No,13,4,3,3,LinkedIn,8,2022,9
426,Thandiwe Mokoena,Female,44,Married,Bachelor's,Research & Development,Laboratory Technician,2017-10-15,2019-01-28,Terminated,Resignation - Personal Reasons,1.3,34837,No,4,3,1,3,University Fair,16,2017,10
427,Linda Anderson,Female,34,Single,Master's,Finance,Payroll Specialist,2019-12-24,,Active,,6.5,58304,No,23,1,2,4,Employee Referral,7,2019,12
428,Steven Mahlangu,Male,35,Divorced,Bachelor's,Research & Development,Research Director,2026-04-01,,Active,,0.2,62133,No,1,4,3,2,Company Website,3,2026,4
429,Amanda Molefe,Female,38,Married,PhD,Finance,Accountant,2025-05-20,,Active,,1.1,63779,Yes,2,2,2,2,University Fair,24,2025,5
430,Kevin Lopez,Male,29,Single,Diploma,Human Resources,HR Business Partner,2016-08-18,,Active,,9.9,47964,No,1,3,2,3,LinkedIn,4,2016,8
431,Kagiso Nkosi,Male,20,Divorced,Diploma,Sales,Sales Representative,2025-01-16,,Active,,1.5,46710,No,22,4,4,3,Employee Referral,8,2025,1
432,Brian Brown,Male,34,Divorced,Diploma,Sales,Sales Representative,2024-09-06,,Active,,1.8,23978,No,10,3,3,3,Job Portal,5,2024,9
433,Elizabeth White,Female,34,Married,Diploma,IT,Systems Administrator,2022-07-28,,Active,,3.9,75921,No,26,2,4,2,Job Portal,8,2022,7
434,Sarah Hernandez,Female,26,Married,Bachelor's,IT,Systems Administrator,2024-11-17,,Active,,1.6,51936,No,1,2,1,4,Company Website,9,2024,11
435,Michelle Lopez,Female,29,Single,Bachelor's,IT,IT Support Specialist,2018-07-03,,Active,,8.0,53825,No,19,3,1,3,Recruitment Agency,14,2018,7
436,Kevin Jackson,Male,30,Married,Master's,Sales,Sales Executive,2023-11-15,,Active,,2.6,50031,No,1,3,3,3,University Fair,9,2023,11
437,Jennifer Lopez,Female,29,Married,Bachelor's,Finance,Accountant,2023-03-04,,Active,,3.3,60782,Yes,3,3,4,4,Employee Referral,11,2023,3
438,Carol Jones,Female,22,Divorced,Master's,Sales,Sales Manager,2017-11-18,2025-03-06,Terminated,Resignation - Better Opportunity,7.3,44516,Yes,8,3,1,2,Company Website,14,2017,11
439,Riley Lewis,Non-Binary,30,Married,Bachelor's,Sales,Sales Representative,2018-10-19,,Active,,7.7,41661,Yes,3,4,3,3,Job Portal,17,2018,10
440,Susan Smith,Female,53,Married,Master's,Sales,Account Manager,2024-03-19,2025-07-21,Terminated,Resignation - Personal Reasons,1.3,63139,No,8,3,3,3,Recruitment Agency,8,2024,3
441,Timothy Zulu,Male,39,Single,Bachelor's,Research & Development,Manufacturing Director,2024-11-04,2025-08-21,Terminated,Resignation - Personal Reasons,0.8,58033,No,11,2,2,4,Job Portal,10,2024,11
442,Patricia Lee,Female,31,Married,Bachelor's,Sales,Sales Executive,2016-10-30,,Active,,9.7,69244,No,9,4,3,3,Employee Referral,10,2016,10
443,Elizabeth Ndlovu,Female,20,Divorced,Bachelor's,Operations,Operations Analyst,2019-10-16,,Active,,6.7,74352,No,11,1,2,3,Recruitment Agency,14,2019,10
444,Patricia Ramirez,Female,25,Married,High School,Operations,Operations Manager,2022-10-23,2025-05-29,Terminated,Resignation - Personal Reasons,2.6,45516,No,2,2,1,4,Employee Referral,13,2022,10
445,Anthony Clark,Male,46,Single,Diploma,IT,IT Support Specialist,2023-05-29,2025-02-23,Terminated,Retirement,1.7,23575,Yes,14,3,3,3,Recruitment Agency,11,2023,5
446,Naledi Ndlovu,Female,29,Married,Bachelor's,Marketing,Marketing Manager,2016-08-11,,Active,,9.9,41200,Yes,1,3,4,2,LinkedIn,9,2016,8
447,Casey Botha,Non-Binary,26,Divorced,Diploma,Human Resources,HR Business Partner,2016-04-15,,Active,,10.2,47854,Yes,7,3,3,4,Job Portal,8,2016,4
448,David Nkosi,Male,46,Married,Bachelor's,Marketing,Content Strategist,2024-10-19,,Active,,1.7,56094,No,1,4,3,3,Company Website,8,2024,10
449,Andrew Garcia,Male,39,Married,Bachelor's,Finance,Payroll Specialist,2018-01-27,,Active,,8.4,47937,No,5,3,4,2,Job Portal,4,2018,1
450,Lisa Lewis,Female,53,Divorced,Master's,Sales,Account Manager,2021-03-19,2022-11-08,Terminated,Resignation - Personal Reasons,1.6,30023,No,1,3,3,3,LinkedIn,9,2021,3
451,Karen Miller,Female,29,Divorced,Bachelor's,Sales,Sales Manager,2025-01-23,,Active,,1.4,51859,No,14,1,2,4,Employee Referral,18,2025,1
452,Amahle Brown,Female,40,Married,Bachelor's,Marketing,Brand Manager,2022-01-02,,Active,,4.5,43720,No,20,3,2,3,University Fair,6,2022,1
453,Steven Nkosi,Male,31,Divorced,Bachelor's,Research & Development,Manufacturing Director,2026-02-14,2026-04-19,Terminated,Dismissal - Misconduct,0.2,18000,Yes,3,4,2,3,University Fair,14,2026,2
454,Charles Davis,Male,41,Single,Master's,Operations,Supply Chain Analyst,2017-12-09,,Active,,8.6,57851,No,1,4,2,4,Employee Referral,7,2017,12
455,Anthony Rodriguez,Male,32,Divorced,Bachelor's,Sales,Sales Executive,2023-08-30,,Active,,2.8,50714,No,2,4,3,3,Employee Referral,10,2023,8
456,Dorothy Lee,Female,45,Married,Bachelor's,Marketing,Marketing Specialist,2016-12-22,,Active,,9.5,51934,No,1,3,4,4,University Fair,8,2016,12
457,Michelle Moore,Female,58,Divorced,Bachelor's,Human Resources,HR Business Partner,2024-10-26,,Active,,1.7,47050,No,5,2,4,3,University Fair,7,2024,10
458,Jeffrey Davis,Male,30,Single,Bachelor's,Research & Development,Laboratory Technician,2022-05-09,,Active,,4.1,37210,No,12,3,2,2,LinkedIn,10,2022,5
459,Musa Miller,Male,51,Married,Bachelor's,IT,IT Support Specialist,2025-11-04,,Active,,0.7,53419,No,23,2,2,3,Company Website,14,2025,11
460,Thabo Molefe,Male,34,Single,Diploma,Finance,Financial Analyst,2017-12-06,,Active,,8.6,51499,Yes,6,3,3,3,University Fair,10,2017,12
461,Edward Williams,Male,36,Divorced,Diploma,Research & Development,Research Director,2023-09-29,,Active,,2.8,31697,Yes,8,4,2,4,Recruitment Agency,10,2023,9
462,Kimberly White,Female,30,Divorced,Master's,Sales,Sales Manager,2019-06-27,2022-10-17,Terminated,Dismissal - Performance,3.3,48735,No,4,3,2,3,LinkedIn,5,2019,6
463,Sandra Rodriguez,Female,20,Married,Master's,Research & Development,Manufacturing Director,2024-09-05,,Active,,1.8,42981,No,8,1,3,4,Company Website,6,2024,9
464,Jeffrey Botha,Male,36,Married,Diploma,Finance,Accountant,2020-12-14,,Active,,5.5,27414,Yes,23,4,4,1,Company Website,7,2020,12
465,Nomvula Mokoena,Female,21,Single,Master's,Marketing,Marketing Specialist,2021-10-11,,Active,,4.7,41075,Yes,19,4,2,4,Job Portal,13,2021,10
466,Lerato Sanchez,Female,36,Single,Diploma,Sales,Sales Executive,2017-12-12,,Active,,8.6,47097,No,2,3,3,3,LinkedIn,6,2017,12
467,Steven Williams,Male,36,Married,Diploma,Research & Development,Research Director,2023-11-26,,Active,,2.6,57549,Yes,1,3,4,3,Recruitment Agency,11,2023,11
468,Lwazi Sanchez,Male,24,Married,High School,Finance,Financial Analyst,2023-08-22,,Active,,2.9,49847,No,23,2,4,3,Recruitment Agency,10,2023,8
469,Laura Lopez,Female,27,Married,Bachelor's,Operations,Supply Chain Analyst,2022-07-31,2025-11-01,Terminated,Retirement,3.3,51539,No,4,3,1,3,Company Website,13,2022,7
470,Barbara Jackson,Female,30,Single,Master's,Sales,Sales Executive,2017-10-29,,Active,,8.7,26842,Yes,13,3,2,1,Employee Referral,14,2017,10
471,Sandra Wilson,Female,42,Divorced,High School,Sales,Account Manager,2021-10-03,,Active,,4.7,75320,No,1,3,4,2,LinkedIn,8,2021,10
472,Thandiwe Rodriguez,Female,27,Married,Diploma,Finance,Financial Analyst,2018-07-05,,Active,,8.0,60814,No,4,3,3,2,Company Website,7,2018,7
473,Kenneth Ramirez,Male,30,Married,Diploma,Marketing,Content Strategist,2021-02-23,,Active,,5.4,38854,Yes,8,2,2,3,Job Portal,11,2021,2
474,Kagiso van der Merwe,Male,43,Married,PhD,Research & Development,Research Scientist,2016-01-31,2021-12-25,Terminated,Restructuring/Layoff,5.9,30697,No,4,3,3,4,University Fair,10,2016,1
475,Joshua Martin,Male,46,Married,Bachelor's,IT,Systems Administrator,2016-09-18,,Active,,9.8,76422,No,1,4,3,3,Company Website,6,2016,9
476,Michelle Moore,Female,20,Single,Diploma,Sales,Sales Manager,2018-02-10,,Active,,8.4,50252,No,26,3,4,2,LinkedIn,5,2018,2
477,Edward Lee,Male,41,Married,Bachelor's,IT,Software Engineer,2023-05-08,,Active,,3.1,30994,No,1,2,3,4,Job Portal,7,2023,5
478,Jeffrey Sanchez,Male,30,Divorced,Bachelor's,Research & Development,Research Scientist,2022-07-16,,Active,,4.0,60887,No,1,3,3,3,Employee Referral,8,2022,7
479,Carol Anderson,Female,47,Married,Master's,IT,Systems Administrator,2026-03-02,,Active,,0.3,45250,No,3,3,3,2,University Fair,6,2026,3
480,Kevin Hernandez,Male,38,Single,High School,Marketing,Marketing Manager,2019-04-18,,Active,,7.2,52523,No,5,3,3,2,Company Website,11,2019,4
481,Dorothy Ndlovu,Female,42,Single,Bachelor's,IT,Data Analyst,2023-08-16,2026-04-23,Terminated,Retirement,2.7,18000,No,1,2,3,3,Job Portal,5,2023,8
482,Paul Martin,Male,28,Married,Diploma,Research & Development,Research Director,2020-03-02,,Active,,6.3,76471,No,1,2,4,3,Recruitment Agency,4,2020,3
483,Jordan Nkosi,Non-Binary,44,Divorced,Bachelor's,Sales,Sales Executive,2021-04-18,2026-06-12,Terminated,Resignation - Personal Reasons,5.2,30812,No,18,3,4,2,Recruitment Agency,6,2021,4
484,Palesa Martin,Female,20,Married,PhD,Research & Development,Laboratory Technician,2017-07-16,,Active,,9.0,43974,No,4,4,3,2,Recruitment Agency,12,2017,7
485,Naledi Robinson,Female,31,Single,Bachelor's,Sales,Sales Representative,2024-09-25,2025-02-14,Terminated,Dismissal - Performance,0.4,47625,No,3,3,2,2,Job Portal,12,2024,9
486,Linda Smith,Female,43,Married,Master's,Research & Development,Laboratory Technician,2024-07-14,2025-03-03,Terminated,Dismissal - Misconduct,0.6,20055,Yes,1,4,4,4,LinkedIn,9,2024,7
487,Thomas van der Merwe,Male,42,Married,Bachelor's,Research & Development,Manufacturing Director,2020-07-10,,Active,,6.0,55652,No,6,4,3,3,Recruitment Agency,9,2020,7
488,James Williams,Male,28,Divorced,Master's,Human Resources,Recruiter,2016-02-27,,Active,,10.3,69698,No,1,4,2,3,Employee Referral,9,2016,2
489,Patricia Smith,Female,42,Married,Bachelor's,Finance,Accountant,2018-07-15,,Active,,8.0,70604,Yes,1,3,4,3,Job Portal,5,2018,7
490,Thomas Miller,Male,38,Single,High School,Research & Development,Research Director,2017-11-15,,Active,,8.6,51274,No,1,3,4,2,Job Portal,6,2017,11
491,Joshua Robinson,Male,38,Single,Master's,IT,IT Support Specialist,2020-11-11,,Active,,5.6,38709,Yes,8,2,3,2,Job Portal,13,2020,11
492,Thabo Thompson,Male,25,Married,Master's,IT,Data Analyst,2026-03-03,,Active,,0.3,50563,No,8,2,4,2,LinkedIn,8,2026,3
493,Sandra Anderson,Female,44,Divorced,Bachelor's,IT,Data Analyst,2018-05-15,,Active,,8.1,70552,Yes,3,2,4,3,University Fair,6,2018,5
494,Daniel Davis,Male,20,Divorced,Bachelor's,Research & Development,Research Scientist,2020-03-16,2023-03-28,Terminated,Dismissal - Misconduct,3.0,64793,No,1,4,3,3,LinkedIn,8,2020,3
495,Richard Johnson,Male,31,Single,Bachelor's,Sales,Sales Executive,2020-09-03,,Active,,5.8,40403,Yes,1,4,3,2,University Fair,6,2020,9
496,Andrew Nkosi,Male,34,Single,Bachelor's,IT,Data Analyst,2023-10-18,,Active,,2.7,33389,No,2,4,4,3,Job Portal,9,2023,10
